id,中文,zh-CN
2010124harm_desc,,
2010124suggest,"建议在web服务器把访问/main_prepend.php且存在/main_prepend.php参数的请求给过滤了
",建议在web服务器把访问/main_prepend.php且存在/main_prepend.php参数的请求给过滤了
2010125name," SERWeb main_prepend.php functionsdir 存在参数与远程文件捆绑尝试","SERWeb main_prepend.php functionsdir 存在参数与远程文件捆绑尝试"
2010125desc,"检测请求是否为GET，和在请求行中带有          /main_prepend.php。是否存在带有远程文件包含的参数_SERWEB[functionsdir]。如果规则匹配，将会阻断并设置相关参数","检测请求是否为GET，和在请求行中带有          /main_prepend.php。是否存在带有远程文件包含的参数_SERWEB[functionsdir]。如果规则匹配，将会阻断并设置相关参数"
2010125harm_desc,"  Ultrize TimeSheet 1.2.2版本中的include/timesheet.php存在PHP远程文件包含漏洞。当register_globals被激活时，远程攻击者可以借助config[include_dir]参数中的一个URL，执行任意的PHP代码。","Ultrize TimeSheet 1.2.2版本中的include/timesheet.php存在PHP远程文件包含漏洞。当register_globals被激活时，远程攻击者可以借助config[include_dir]参数中的一个URL，执行任意的PHP代码。"
2010125suggest,"建议在web服务器把访问include/timesheet.php且存在config[include_dir]参数的请求给过滤了
",建议在web服务器把访问include/timesheet.php且存在config[include_dir]参数的请求给过滤了
2010126name," Ultrize TimeSheet timesheet.php include_dir 存在参数与远程文件捆绑尝试","Ultrize TimeSheet timesheet.php include_dir 存在参数与远程文件捆绑尝试"
2010126desc,"检测请求行中是否包含 GET和 /include/timesheet.php。是否存在带有远程文件包含的参数config[include_dir]。如果规则匹配，将会阻断并设置相关参数","检测请求行中是否包含 GET和 /include/timesheet.php。是否存在带有远程文件包含的参数config[include_dir]。如果规则匹配，将会阻断并设置相关参数"
2010126harm_desc,"         TxtBlog是一个针对在线博客的 PHP 内容管理系统。 
        TxtBlog 1.0 Alpha的index.php中存在目录遍历漏洞。远程攻击者可以借助m参数中的一个..，读取任意文件。","TxtBlog是一个针对在线博客的 PHP 内容管理系统。 
        TxtBlog 1.0 Alpha的index.php中存在目录遍历漏洞。远程攻击者可以借助m参数中的一个..，读取任意文件。"
2010126suggest,建议web服务器把包含/include/timesheet.php，config[include_dir]参数带有../的请求给过滤了。,建议web服务器把包含/include/timesheet.php，config[include_dir]参数带有../的请求给过滤了。
2010127name," Ultrize TimeSheet timesheet.php include_dir参数与本地文件捆绑","Ultrize TimeSheet timesheet.php include_dir参数与本地文件捆绑"
2010127desc,"检测请求是否为GET，和在请求行中带有      /include/timesheet.php和config[include_dir]变量中包含../。如果规则匹配将会阻断并设置相关参数","检测请求是否为GET，和在请求行中带有      /include/timesheet.php和config[include_dir]变量中包含../。如果规则匹配将会阻断并设置相关参数"
2010127harm_desc,"       Achievo 1.4.0之前版本的classweekreport.inc中的get_employee函数存在SQL注入漏洞。远程攻击者可以借助提交到dispatch.php的userid参数(又称用户id变量)，执行任意的SQL指令。","Achievo 1.4.0之前版本的classweekreport.inc中的get_employee函数存在SQL注入漏洞。远程攻击者可以借助提交到dispatch.php的userid参数(又称用户id变量)，执行任意的SQL指令。"
2010127suggest,"建议web服务器把uri中包含/dispatch.php?atknodetype=reports.weekreport并带有userid参数和关键词UPDATE和SET的请求给过滤了。
",建议web服务器把uri中包含/dispatch.php?atknodetype=reports.weekreport并带有userid参数和关键词UPDATE和SET的请求给过滤了。
2010135name,"检测 Possible Achievo userid= Variable UPDATE SET SQL注入攻击","检测 Possible Achievo userid= Variable UPDATE SET SQL注入攻击"
2010135desc,"如果在ARGS_NAMES 查找到userid和请求行查找到/dispatch.php?atknodetype=reports.weekreport且满足于QUERY_STRING|REQUEST_BODY匹配 UPDATE和SET和SQL语句（UPDATE SET）则规则匹配，拦截并设置参数","如果在ARGS_NAMES 查找到userid和请求行查找到/dispatch.php?atknodetype=reports.weekreport且满足于QUERY_STRING|REQUEST_BODY匹配 UPDATE和SET和SQL语句（UPDATE SET）则规则匹配，拦截并设置参数"
2010135harm_desc,"  IBM Rational RequisitePro是一个功能强大而又易于使用的需求管理产品。 Rational RequisitePro所使用的ReqWebHelp组件没有对提交给/ReqWebHelp/basic/searchView.jsp页面的searchWord、maxHits、scopedSearch和scope参数，以及提交给/ReqWebHelp/advanced/workingSet.jsp页面的operation参数进行正确地验证就直接返回给用户，远程攻击者可以通过恶意的HTTP请求在用户浏览器会话中执行任意HTML和脚本代码。","IBM Rational RequisitePro是一个功能强大而又易于使用的需求管理产品。 Rational RequisitePro所使用的ReqWebHelp组件没有对提交给/ReqWebHelp/basic/searchView.jsp页面的searchWord、maxHits、scopedSearch和scope参数，以及提交给/ReqWebHelp/advanced/workingSet.jsp页面的operation参数进行正确地验证就直接返回给用户，远程攻击者可以通过恶意的HTTP请求在用户浏览器会话中执行任意HTML和脚本代码。"
2010135suggest,建议在web服务器把访问ReqWebHelp/advanced/workingSet.jsp且存在operation参数等关键字都请求给过滤了,建议在web服务器把访问ReqWebHelp/advanced/workingSet.jsp且存在operation参数等关键字都请求给过滤了
2010145name,"检测网页IBM Rational RequisitePro ReqWebHelp XSS攻击","检测网页IBM Rational RequisitePro ReqWebHelp XSS攻击"
2010145desc,"如果在请求行 查找到/ReqWebHelp/advanced/workingSet.jsp和operation=add且满足于QUERY_STRING|REQUEST_BODY匹配(script|img|src|onmouse|onkey|onload|ondragdrop|onblur|onfocus|onclick)等关键则规则匹配，拦截。","如果在请求行 查找到/ReqWebHelp/advanced/workingSet.jsp和operation=add且满足于QUERY_STRING|REQUEST_BODY匹配(script|img|src|onmouse|onkey|onload|ondragdrop|onblur|onfocus|onclick)等关键则规则匹配，拦截。"
2010145harm_desc,"Apache Tomcat的host-manager/html/add文件没有正确地过滤对name参数的输入便返回给了用户，远程攻击者可以通过跨站脚本攻击在登录用户浏览器会话中执行任意HTML和脚本代码。","Apache Tomcat的host-manager/html/add文件没有正确地过滤对name参数的输入便返回给了用户，远程攻击者可以通过跨站脚本攻击在登录用户浏览器会话中执行任意HTML和脚本代码。"
2010145suggest,"建议在web服务器把访问host-manager/html/add且存在method参数的请求给过滤了
",建议在web服务器把访问host-manager/html/add且存在method参数的请求给过滤了
2010146name,检测网页服务器主机管理跨站脚本攻击,检测网页服务器主机管理跨站脚本攻击
2010146desc,"如果在请求行 查找到/host-manager/html/add且带有可XSS攻击的参数method则规则匹配，拦截。","如果在请求行 查找到/host-manager/html/add且带有可XSS攻击的参数method则规则匹配，拦截。"
2010146harm_desc,BloofoxCMS的search.5.html中存在跨站脚本攻击漏洞。远程攻击者可以借助提交到index.php的搜索参数，注入任意的web脚本或HTML,BloofoxCMS的search.5.html中存在跨站脚本攻击漏洞。远程攻击者可以借助提交到index.php的搜索参数，注入任意的web脚本或HTML
2010146suggest,"建议在web服务器把访问search.5.html且存在search参数的请求给过滤了
",建议在web服务器把访问search.5.html且存在search参数的请求给过滤了
2010147name,"检测网页bloofoxCMS 'search' 参数跨站脚本攻击","检测网页bloofoxCMS 'search' 参数跨站脚本攻击"
2010147desc,"如果在请求行 查找到/search.5.html且带有可XSS攻击的参数search则规则匹配，拦截。","如果在请求行 查找到/search.5.html且带有可XSS攻击的参数search则规则匹配，拦截。"
2010147harm_desc," Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。","Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。"
2010147suggest,建议在web服务器把访问web/msgList/viewmsg/viewHeaders.asp且存在Queue参数等关键字都请求给过滤了,建议在web服务器把访问web/msgList/viewmsg/viewHeaders.asp且存在Queue参数等关键字都请求给过滤了
2010167name,"检测WebSense Email security viewHeaders.asp Queue XSS攻击","检测WebSense Email security viewHeaders.asp Queue XSS攻击"
2010167desc,"如果在请求行 查找到/web/msgList/viewmsg/viewHeaders.asp且带有可XSS攻击的参数Queue则规则匹配，拦截并设置参数","如果在请求行 查找到/web/msgList/viewmsg/viewHeaders.asp且带有可XSS攻击的参数Queue则规则匹配，拦截并设置参数"
2010167harm_desc," Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。","Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。"
2010167suggest,建议在web服务器把访问web/msgList/viewmsg/viewHeaders.asp且存在FileName参数等关键字都请求给过滤了,建议在web服务器把访问web/msgList/viewmsg/viewHeaders.asp且存在FileName参数等关键字都请求给过滤了
2010168name,"检测ebSense Email security viewHeaders.asp FileName XSS攻击","检测ebSense Email security viewHeaders.asp FileName XSS攻击"
2010168desc,"如果在请求行 查找到/web/msgList/viewmsg/viewHeaders.asp且带有可XSS攻击的参数FileName则规则匹配，拦截并设置参数","如果在请求行 查找到/web/msgList/viewmsg/viewHeaders.asp且带有可XSS攻击的参数FileName则规则匹配，拦截并设置参数"
2010168harm_desc," Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。","Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。"
2010168suggest,建议在web服务器把访问web/msgList/viewmsg/viewHeaders.asp且存在IsolatedMessageID参数等关键字都请求给过滤了,建议在web服务器把访问web/msgList/viewmsg/viewHeaders.asp且存在IsolatedMessageID参数等关键字都请求给过滤了
2010169name,"检测WebSense Email security viewHeaders.asp IsolatedMessageID XSS攻击","检测WebSense Email security viewHeaders.asp IsolatedMessageID XSS攻击"
2010169desc,"如果在请求行 查找到/web/msgList/viewmsg/viewHeaders.asp且带有可XSS攻击的参数IsolatedMessageID则规则匹配，拦截并设置参数","如果在请求行 查找到/web/msgList/viewmsg/viewHeaders.asp且带有可XSS攻击的参数IsolatedMessageID则规则匹配，拦截并设置参数"
2010169harm_desc," Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。","Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。"
2010169suggest,建议在web服务器把访问web/msgList/viewmsg/viewHeaders.asp且存在ServerName参数等关键字都请求给过滤了,建议在web服务器把访问web/msgList/viewmsg/viewHeaders.asp且存在ServerName参数等关键字都请求给过滤了
2010170name,"检测WebSense Email security viewHeaders.asp ServerName XSS攻击","检测WebSense Email security viewHeaders.asp ServerName XSS攻击"
2010170desc,"如果在请求行 查找到/web/msgList/viewmsg/viewHeaders.asp且带有可XSS攻击的参数ServerName则规则匹配，拦截并设置参数","如果在请求行 查找到/web/msgList/viewmsg/viewHeaders.asp且带有可XSS攻击的参数ServerName则规则匹配，拦截并设置参数"
2010170harm_desc," Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。","Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。"
2010170suggest,建议在web服务器把访问web/msgList/viewmsg/actions/msgAnalyse.asp且存在FileName参数等关键字都请求给过滤了,建议在web服务器把访问web/msgList/viewmsg/actions/msgAnalyse.asp且存在FileName参数等关键字都请求给过滤了
2010171name,"检测 WebSense Email security msgAnalyse.asp FileName XSS攻击","检测 WebSense Email security msgAnalyse.asp FileName XSS攻击"
2010171desc,"如果在请求行 查找到/web/msgList/viewmsg/actions/msgAnalyse.asp且带有可XSS攻击的参数FileName则规则匹配，拦截并设置参数","如果在请求行 查找到/web/msgList/viewmsg/actions/msgAnalyse.asp且带有可XSS攻击的参数FileName则规则匹配，拦截并设置参数"
2010171harm_desc," Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。","Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。"
2010171suggest,建议在web服务器把访问web/msgList/viewmsg/actions/msgAnalyse.asp且存在IsolatedMessageID参数等关键字都请求给过滤了,建议在web服务器把访问web/msgList/viewmsg/actions/msgAnalyse.asp且存在IsolatedMessageID参数等关键字都请求给过滤了
2010172name,"检测 WebSense Email security msgAnalyse.asp IsolatedMessageID XSS攻击","检测 WebSense Email security msgAnalyse.asp IsolatedMessageID XSS攻击"
2010172desc,"如果在请求行 查找到/web/msgList/viewmsg/actions/msgAnalyse.asp且带有可XSS攻击的参数IsolatedMessageID则规则匹配，拦截并设置参数","如果在请求行 查找到/web/msgList/viewmsg/actions/msgAnalyse.asp且带有可XSS攻击的参数IsolatedMessageID则规则匹配，拦截并设置参数"
2010172harm_desc," Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。","Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。"
2010172suggest,建议在web服务器把访问web/msgList/viewmsg/actions/msgAnalyse.asp且存在ServerName参数等关键字都请求给过滤了,建议在web服务器把访问web/msgList/viewmsg/actions/msgAnalyse.asp且存在ServerName参数等关键字都请求给过滤了
2010173name,"检测WebSense Email security msgAnalyse.asp ServerName XSS攻击","检测WebSense Email security msgAnalyse.asp ServerName XSS攻击"
2010173desc,"如果在请求行 查找到/web/msgList/viewmsg/actions/msgAnalyse.asp且带有可XSS攻击的参数ServerName则规则匹配，拦截并设置参数","如果在请求行 查找到/web/msgList/viewmsg/actions/msgAnalyse.asp且带有可XSS攻击的参数ServerName则规则匹配，拦截并设置参数"
2010173harm_desc," Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。","Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。"
2010173suggest,建议在web服务器把访问web/msgList/viewmsg/actions/msgAnalyse.asp且存在Dictionary参数等关键字都请求给过滤了,建议在web服务器把访问web/msgList/viewmsg/actions/msgAnalyse.asp且存在Dictionary参数等关键字都请求给过滤了
2010174name,"检测WebSense Email security msgAnalyse.asp Dictionary XSS攻击","检测WebSense Email security msgAnalyse.asp Dictionary XSS攻击"
2010174desc,"如果在请求行 查找到/web/msgList/viewmsg/actions/msgAnalyse.asp且带有可XSS攻击的参数Dictionary则规则匹配，拦截并设置参数","如果在请求行 查找到/web/msgList/viewmsg/actions/msgAnalyse.asp且带有可XSS攻击的参数Dictionary则规则匹配，拦截并设置参数"
2010174harm_desc," Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。","Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。"
2010174suggest,建议在web服务器把访问web/msgList/viewmsg/actions/msgAnalyse.asp且存在Scoring参数等关键字都请求给过滤了,建议在web服务器把访问web/msgList/viewmsg/actions/msgAnalyse.asp且存在Scoring参数等关键字都请求给过滤了
2010175name,"检测WebSense Email security msgAnalyse.asp Scoring XSS攻击","检测WebSense Email security msgAnalyse.asp Scoring XSS攻击"
2010175desc,"如果在请求行 查找到/web/msgList/viewmsg/actions/msgAnalyse.asp且带有可XSS攻击的参数Scoring则规则匹配，拦截并设置参数","如果在请求行 查找到/web/msgList/viewmsg/actions/msgAnalyse.asp且带有可XSS攻击的参数Scoring则规则匹配，拦截并设置参数"
2010175harm_desc," Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。","Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。"
2010175suggest,建议在web服务器把访问web/msgList/viewmsg/actions/msgAnalyse.asp且存在MessagePart参数等关键字都请求给过滤了,建议在web服务器把访问web/msgList/viewmsg/actions/msgAnalyse.asp且存在MessagePart参数等关键字都请求给过滤了
2010176name,"检测WebSense Email security msgAnalyse.asp MessagePart XSS 攻击","检测WebSense Email security msgAnalyse.asp MessagePart XSS 攻击"
2010176desc,"如果在请求行 查找到/web/msgList/viewmsg/actions/msgAnalyse.asp且带有可XSS攻击的参数MessagePart则规则匹配，拦截并设置参数","如果在请求行 查找到/web/msgList/viewmsg/actions/msgAnalyse.asp且带有可XSS攻击的参数MessagePart则规则匹配，拦截并设置参数"
2010176harm_desc," Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。","Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。"
2010176suggest,建议在web服务器把访问web/msgList/viewmsg/actions/msgForwardToRiskFilter.asp且存在Queue参数等关键字都请求给过滤了,建议在web服务器把访问web/msgList/viewmsg/actions/msgForwardToRiskFilter.asp且存在Queue参数等关键字都请求给过滤了
2010177name,"检测WebSense Email security msgForwardToRiskFilter.asp Queue XSS  攻击","检测WebSense Email security msgForwardToRiskFilter.asp Queue XSS  攻击"
2010177desc,"如果在请求行 查找到/web/msgList/viewmsg/actions/msgForwardToRiskFilter.asp且带有可SQL注入的参数Queue则规则匹配，拦截并设置参数","如果在请求行 查找到/web/msgList/viewmsg/actions/msgForwardToRiskFilter.asp且带有可SQL注入的参数Queue则规则匹配，拦截并设置参数"
2010177harm_desc," Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。","Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。"
2010177suggest,建议在web服务器把访问web/msgList/viewmsg/actions/msgForwardToRiskFilter.asp且存在FileName参数等关键字都请求给过滤了,建议在web服务器把访问web/msgList/viewmsg/actions/msgForwardToRiskFilter.asp且存在FileName参数等关键字都请求给过滤了
2010178name,"检测WebSense Email security msgForwardToRiskFilter.asp FileName XSS  攻击","检测WebSense Email security msgForwardToRiskFilter.asp FileName XSS  攻击"
2010178desc,"如果在请求行 查找到/web/msgList/viewmsg/actions/msgForwardToRiskFilter.asp且带有可SQL注入的参数FileName则规则匹配，拦截并设置参数","如果在请求行 查找到/web/msgList/viewmsg/actions/msgForwardToRiskFilter.asp且带有可SQL注入的参数FileName则规则匹配，拦截并设置参数"
2010178harm_desc," Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。","Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。"
2010178suggest,建议在web服务器把访问web/msgList/viewmsg/actions/msgForwardToRiskFilter.asp且存在IsolatedMessageID参数等关键字都请求给过滤了,建议在web服务器把访问web/msgList/viewmsg/actions/msgForwardToRiskFilter.asp且存在IsolatedMessageID参数等关键字都请求给过滤了
2010179name,"检测 WebSense Email security msgForwardToRiskFilter.asp IsolatedMessageID XSS攻击","检测 WebSense Email security msgForwardToRiskFilter.asp IsolatedMessageID XSS攻击"
2010179desc,"如果在请求行 查找到/web/msgList/viewmsg/actions/msgForwardToRiskFilter.asp且带有可SQL注入的参数IsolatedMessageID则规则匹配，拦截并设置参数","如果在请求行 查找到/web/msgList/viewmsg/actions/msgForwardToRiskFilter.asp且带有可SQL注入的参数IsolatedMessageID则规则匹配，拦截并设置参数"
2010179harm_desc," Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。","Websense Email Security是综合的邮件安全软件，对邮件和Web 2.0的混合威胁提供防护。
        Websense Email Security默认监听于TCP/8181端口上的Web Administrator管理前端没有正确地过滤某些变量便返回给了用户，远程攻击者可以通过提交恶意的HTTP请求执行跨站脚本攻击；此外没有正确地过滤邮件的Subject字段便在Web Administrator前端显示，远程攻击者可以在标题中注入类似于""的脚本代码在用户浏览器会话中执行。"
2010179suggest,建议在web服务器把访问web/msgList/viewmsg/actions/msgForwardToRiskFilter.asp且存在ServerName参数等关键字都请求给过滤了,建议在web服务器把访问web/msgList/viewmsg/actions/msgForwardToRiskFilter.asp且存在ServerName参数等关键字都请求给过滤了
2010180name,"检测 WebSense Email security msgForwardToRiskFilter.asp ServerName XSS 攻击","检测 WebSense Email security msgForwardToRiskFilter.asp ServerName XSS 攻击"
