id,中文,中文
2011947suggest,"建议在web服务器把访问/awcm/header.php且存在theme_file参数的请求给过滤了
","建议在web服务器把访问/awcm/header.php且存在theme_file参数的请求给过滤了
"
2011948name,  AWCM window_top.php远程文件捆绑尝试,  AWCM window_top.php远程文件捆绑尝试
2011948harm_desc,AR Web Content Manager (AWCM) 2.1最终版中存在多个PHP远程文件包含漏洞。远程攻击者可借助向includes/window_top.php和header.php发送的theme_file参数，向control/common.php发送的lang_file参数中的URL执行任意PHP代码。,AR Web Content Manager (AWCM) 2.1最终版中存在多个PHP远程文件包含漏洞。远程攻击者可借助向includes/window_top.php和header.php发送的theme_file参数，向control/common.php发送的lang_file参数中的URL执行任意PHP代码。
2011948suggest,"建议在web服务器把访问/awcm/control/common.php且存在lang_file参数的请求给过滤了
","建议在web服务器把访问/awcm/control/common.php且存在lang_file参数的请求给过滤了
"
2011949name, AWCM common.php远程文件捆绑尝试, AWCM common.php远程文件捆绑尝试
2011949harm_desc,AR Web Content Manager (AWCM) 2.1最终版中存在多个PHP远程文件包含漏洞。远程攻击者可借助向includes/window_top.php和header.php发送的theme_file参数，向control/common.php发送的lang_file参数中的URL执行任意PHP代码。,AR Web Content Manager (AWCM) 2.1最终版中存在多个PHP远程文件包含漏洞。远程攻击者可借助向includes/window_top.php和header.php发送的theme_file参数，向control/common.php发送的lang_file参数中的URL执行任意PHP代码。
2011949suggest,"建议在web服务器把访问/awcm/header.php且存在theme_file参数的请求给过滤了
","建议在web服务器把访问/awcm/header.php且存在theme_file参数的请求给过滤了
"
2011950name, AWCM header.php远程文件捆绑尝试, AWCM header.php远程文件捆绑尝试
2011950harm_desc,"Geeklog是一个开源门户系统，可作为一种讲故事的软件，新闻系统或在线社区。 
        Geeklog 1.3.8版本中的filemgmt/singlefile.php中存在SQL注入漏洞。远程攻击者可借助lid参数执行任意SQL命令。","Geeklog是一个开源门户系统，可作为一种讲故事的软件，新闻系统或在线社区。 
        Geeklog 1.3.8版本中的filemgmt/singlefile.php中存在SQL注入漏洞。远程攻击者可借助lid参数执行任意SQL命令。"
2011950suggest,"建议web服务器把uri中包含cart.php并带有id参数的请求给过滤了。
","建议web服务器把uri中包含cart.php并带有id参数的请求给过滤了。
"
2012005name,检测 digiSHOP cart.php UPDATE SET SQL注入攻击,检测 digiSHOP cart.php UPDATE SET SQL注入攻击
2012005harm_desc,MassMirror中存在多个PHP远程文件包含漏洞，远程攻击者可以借助Base/example_1.php的GLOBALS[MM_ROOT_DIRECTORY]参数的一个URL执行任意PHP代码。,MassMirror中存在多个PHP远程文件包含漏洞，远程攻击者可以借助Base/example_1.php的GLOBALS[MM_ROOT_DIRECTORY]参数的一个URL执行任意PHP代码。
2012005suggest,"建议在web服务器把访问/Base/example_1.php且存在GLOBALS[MM_ROOT_DIRECTORY]参数的请求给过滤了
","建议在web服务器把访问/Base/example_1.php且存在GLOBALS[MM_ROOT_DIRECTORY]参数的请求给过滤了
"
2012006name, MassMirror Uploader example_1.php远程文件捆绑尝试, MassMirror Uploader example_1.php远程文件捆绑尝试
2012006harm_desc,PHPCow未明漏洞允许远程攻击者通过未知向量，涉及到“文件包含漏洞，”在2008年11月在野外利用执行任意代码,PHPCow未明漏洞允许远程攻击者通过未知向量，涉及到“文件包含漏洞，”在2008年11月在野外利用执行任意代码
2012006suggest,"建议在web服务器把访问/plugins/templateie/lib/templateie_install.class.php且存在skin_file参数的请求给过滤了
","建议在web服务器把访问/plugins/templateie/lib/templateie_install.class.php且存在skin_file参数的请求给过滤了
"
2012007name, phpCow skin_file 存在参数与远程文件捆绑尝试, phpCow skin_file 存在参数与远程文件捆绑尝试
2012007harm_desc,phpCow中的templateie_install.class.php存在PHP远程文件包含漏洞，远程攻击者借助skin_file参数中的一个URL执行任意PHP代码,phpCow中的templateie_install.class.php存在PHP远程文件包含漏洞，远程攻击者借助skin_file参数中的一个URL执行任意PHP代码
2012007suggest,建议web服务器把包含/plugins/templateie/lib/templateie_install.class.php，skin_file参数带有../的请求给过滤了。,建议web服务器把包含/plugins/templateie/lib/templateie_install.class.php，skin_file参数带有../的请求给过滤了。
2012008name, phpCow skin_file参数与本地文件捆绑尝试, phpCow skin_file参数与本地文件捆绑尝试
2012008harm_desc,WordPress的FeedList插件2.61.01版本中的feedlist/handler_image.php文件中存在跨站脚本攻击漏洞。远程攻击者可以借助i参数注入任意web脚本或者HTML,WordPress的FeedList插件2.61.01版本中的feedlist/handler_image.php文件中存在跨站脚本攻击漏洞。远程攻击者可以借助i参数注入任意web脚本或者HTML
2012008suggest,建议在web服务器把含有类似plugins/feedlist/handler_image.php?i=i= script/onmouse /onkey等的uri的请求给过滤了,建议在web服务器把含有类似plugins/feedlist/handler_image.php?i=i= script/onmouse /onkey等的uri的请求给过滤了
2012009name, WordPress FeedList 插件i参数  跨站脚本攻击尝试, WordPress FeedList 插件i参数  跨站脚本攻击尝试
2012009harm_desc,   当.htaccess不被支持时，Zen Cart 1.3.8和1.3.8a版本下的admin/includes/initsystem.php中的目录遍历漏洞，允许远程攻击者借助loader_file参数中的".."放入和运行任意的本地文件。注意：厂商对此漏洞存有争议，称"最坏情况下，该漏洞会显示一些本地文件的路径。",   当.htaccess不被支持时，Zen Cart 1.3.8和1.3.8a版本下的admin/includes/initsystem.php中的目录遍历漏洞，允许远程攻击者借助loader_file参数中的".."放入和运行任意的本地文件。注意：厂商对此漏洞存有争议，称"最坏情况下，该漏洞会显示一些本地文件的路径。"
2012009suggest,建议web服务器把包含/includes/initsystem.php，loader_file参数带有../的请求给过滤了。,建议web服务器把包含/includes/initsystem.php，loader_file参数带有../的请求给过滤了。
2012010name,  Zen Cart loader_file参数与本地文件捆绑尝试,  Zen Cart loader_file参数与本地文件捆绑尝试
2012010harm_desc,"   Horde是个以PHP为基础的架构，用来创建网络应用程序。 
        Horde IMP 4.3.8之前版本，以及Horde Groupware Webmail Edition 1.2.7之前版本的fetchmailprefs.php中存在跨站脚本攻击漏洞。远程攻击者可以借助fetchmail_prefs_save操作中的fm_id参数，注入任意web脚本或者HTML。该漏洞与Fetchmail配置有关。","   Horde是个以PHP为基础的架构，用来创建网络应用程序。 
        Horde IMP 4.3.8之前版本，以及Horde Groupware Webmail Edition 1.2.7之前版本的fetchmailprefs.php中存在跨站脚本攻击漏洞。远程攻击者可以借助fetchmail_prefs_save操作中的fm_id参数，注入任意web脚本或者HTML。该漏洞与Fetchmail配置有关。"
2012010suggest,建议在web服务器把访问fetchmailprefs.php且存在fm_id参数与actionID=fetchmail_prefs_save fm_driver=imap等关键字都请求给过滤了,建议在web服务器把访问fetchmailprefs.php且存在fm_id参数与actionID=fetchmail_prefs_save fm_driver=imap等关键字都请求给过滤了
2012011name,检测 Horde IMP fetchmailprefs.php XSS攻击,检测 Horde IMP fetchmailprefs.php XSS攻击
2012011harm_desc,The Uploader中的download_launch.php 存在目录遍历漏洞，远程攻击者可以借助filename参数中的目录遍历序列包含和运行任意的本地文件。,The Uploader中的download_launch.php 存在目录遍历漏洞，远程攻击者可以借助filename参数中的目录遍历序列包含和运行任意的本地文件。
2012011suggest,建议web服务器把包含/api/download_launch.php，filename参数带有../的请求给过滤了。,建议web服务器把包含/api/download_launch.php，filename参数带有../的请求给过滤了。
2012012name, The Uploader download_launch.php 尝试披露远程文件, The Uploader download_launch.php 尝试披露远程文件
2012012harm_desc,,
2012012suggest,"建议在web服务器把访问/components/com_smf/smf.php且存在mosConfig_absolute_path参数的请求给过滤了
","建议在web服务器把访问/components/com_smf/smf.php且存在mosConfig_absolute_path参数的请求给过滤了
"
2012013name,  Mambo部分 com_smf smf.php远程文件捆绑尝试,  Mambo部分 com_smf smf.php远程文件捆绑尝试
2012013harm_desc,   Joomla!的 Jimtawl（com_jimtawl）组件1.0.2版本中存在目录遍历漏洞。远程攻击者可以借助向index.php传递的task参数中的“..”操作符，读取任意文件或者可能引起其他未明影响。,   Joomla!的 Jimtawl（com_jimtawl）组件1.0.2版本中存在目录遍历漏洞。远程攻击者可以借助向index.php传递的task参数中的“..”操作符，读取任意文件或者可能引起其他未明影响。
2012013suggest,建议更新到1.0.2之后版本,建议更新到1.0.2之后版本
2012014name, Joomla Jimtawl部分 task参数存在远程文件捆绑, Joomla Jimtawl部分 task参数存在远程文件捆绑
2012014harm_desc,WebRCSdiff中存在多个PHP远程文件包含漏洞，远程攻击者可以借助viewver.php的doc_root参数的一个URL执行任意PHP代码。,WebRCSdiff中存在多个PHP远程文件包含漏洞，远程攻击者可以借助viewver.php的doc_root参数的一个URL执行任意PHP代码。
2012014suggest,"建议在web服务器把访问/viewver.php且存在doc_root参数的请求给过滤了
","建议在web服务器把访问/viewver.php且存在doc_root参数的请求给过滤了
"
2012015name, WebRCSdiff viewver.php 文件捆绑尝试, WebRCSdiff viewver.php 文件捆绑尝试
2012015harm_desc,"CommodityRentals Books/eBooks Rentals 是一款开源的基于Windows、Unix、Linux 平台的书籍租赁软件。 
        CommodityRentals CD Rental Software的脚本index.php存在SQL注入漏洞。远程攻击者可以借助目录操作中的cat_id参数，执行任意的SQL命令。","CommodityRentals Books/eBooks Rentals 是一款开源的基于Windows、Unix、Linux 平台的书籍租赁软件。 
        CommodityRentals CD Rental Software的脚本index.php存在SQL注入漏洞。远程攻击者可以借助目录操作中的cat_id参数，执行任意的SQL命令。"
2012015suggest,"建议web服务器把uri中包含index.php并带有view=catalog、item_type=M、UPDATE SET参数的请求给过滤了。
","建议web服务器把uri中包含index.php并带有view=catalog、item_type=M、UPDATE SET参数的请求给过滤了。
"
2012020name,检测  DVD Rental Software cat_id参数UPDATE SET SQL注入攻击,检测  DVD Rental Software cat_id参数UPDATE SET SQL注入攻击
2012020harm_desc," Joomla! 是一款开放源码的内容管理系统(CMS)。 
        Joomla!中的Community Builder Enhanced (CBE) (com_cbe)组件1.4.8，1.4.9以及1.4.10版本中存在目录遍历漏洞。远程攻击者利用该漏洞通过userProfile操作中的tabname参数中的‘..’传送到index.php脚本，包含并执行任意本地文件。注意：通过使用文件上传功能可被利用执行任意代码。"," Joomla! 是一款开放源码的内容管理系统(CMS)。 
        Joomla!中的Community Builder Enhanced (CBE) (com_cbe)组件1.4.8，1.4.9以及1.4.10版本中存在目录遍历漏洞。远程攻击者利用该漏洞通过userProfile操作中的tabname参数中的‘..’传送到index.php脚本，包含并执行任意本地文件。注意：通过使用文件上传功能可被利用执行任意代码。"
2012020suggest,建议web服务器把包含/index.php和option=com_cbe和task=userProfile，tabname参数带有../的请求给过滤了。,建议web服务器把包含/index.php和option=com_cbe和task=userProfile，tabname参数带有../的请求给过滤了。
2012022name, Joomla Community Builder Enhenced部分本地文件捆绑, Joomla Community Builder Enhenced部分本地文件捆绑
2012022harm_desc, ZyXEL P-660R-T1的Forms/home_1中存在跨站脚本攻击漏洞。远程攻击者可以借助HomeCurrent_Date参数，注入任意的web脚本或HTML, ZyXEL P-660R-T1的Forms/home_1中存在跨站脚本攻击漏洞。远程攻击者可以借助HomeCurrent_Date参数，注入任意的web脚本或HTML
2012022suggest,建议在web服务器把访问Forms/home_1且存在HomeCurrent_Date参数等关键字都请求给过滤了,建议在web服务器把访问Forms/home_1且存在HomeCurrent_Date参数等关键字都请求给过滤了
2012023name,检测 ZyXEL P-660R-T1 HomeCurrent_Date参数XSS攻击,检测 ZyXEL P-660R-T1 HomeCurrent_Date参数XSS攻击
2012023harm_desc,Gbook MX中存在多个PHP远程文件包含漏洞，远程攻击者可以借助gbookmx/gbook.php的newlangsel参数的一个URL执行任意PHP代码。,Gbook MX中存在多个PHP远程文件包含漏洞，远程攻击者可以借助gbookmx/gbook.php的newlangsel参数的一个URL执行任意PHP代码。
2012023suggest,"建议在web服务器把访问/gbookmx/gbook.php且存在newlangsel参数的请求给过滤了
","建议在web服务器把访问/gbookmx/gbook.php且存在newlangsel参数的请求给过滤了
"
2012024name, Gbook MX newlangsel 存在参数与远程文件捆绑尝试, Gbook MX newlangsel 存在参数与远程文件捆绑尝试
2012024harm_desc,Seo Panel中的download.php 存在目录遍历漏洞，远程攻击者可以借助file参数中的目录遍历序列和filesec=sitemap和filetype=text包含和运行任意的本地文件。,Seo Panel中的download.php 存在目录遍历漏洞，远程攻击者可以借助file参数中的目录遍历序列和filesec=sitemap和filetype=text包含和运行任意的本地文件。
2012024suggest,建议web服务器把包含/download.php和filesec=sitemap和filetype=text，file参数带有../的请求给过滤了。,建议web服务器把包含/download.php和filesec=sitemap和filetype=text，file参数带有../的请求给过滤了。
2012025name, Seo Panel file参数与本地文件捆绑尝试, Seo Panel file参数与本地文件捆绑尝试
2012025harm_desc, PreProjects Pre Online Tests Generator Pro中的takefreestart.php中存在SQL注入漏洞。远程攻击者可以借助tid2参数执行任意SQL命令。, PreProjects Pre Online Tests Generator Pro中的takefreestart.php中存在SQL注入漏洞。远程攻击者可以借助tid2参数执行任意SQL命令。
2012025suggest,"建议web服务器把uri中包含takefreestart.php并带有tid2参数的请求给过滤了。
","建议web服务器把uri中包含takefreestart.php并带有tid2参数的请求给过滤了。
"
2012030name,检测 Pre Online Tests Generator Pro UPDATE SET SQL注入攻击,检测 Pre Online Tests Generator Pro UPDATE SET SQL注入攻击
2012030harm_desc,Abtp Portal中存在多个PHP远程文件包含漏洞，远程攻击者可以借助includes/esqueletos/skel_null.php的ABTPV_BLOQUE_CENTRAL参数的一个URL执行任意PHP代码。,Abtp Portal中存在多个PHP远程文件包含漏洞，远程攻击者可以借助includes/esqueletos/skel_null.php的ABTPV_BLOQUE_CENTRAL参数的一个URL执行任意PHP代码。
2012030suggest,"建议在web服务器把访问/includes/esqueletos/skel_null.php且存在ABTPV_BLOQUE_CENTRAL参数的请求给过滤了
","建议在web服务器把访问/includes/esqueletos/skel_null.php且存在ABTPV_BLOQUE_CENTRAL参数的请求给过滤了
"
2012031name,  Abtp Portal Project skel_null.php远程文件捆绑尝试,  Abtp Portal Project skel_null.php远程文件捆绑尝试
2012031harm_desc, Abtp Portal Project 中的skel_null.php在目录遍历漏洞，远程攻击者可以借助ABTPV_BLOQUE_CENTRAL参数中的目录遍历序列运行任意的本地文件。, Abtp Portal Project 中的skel_null.php在目录遍历漏洞，远程攻击者可以借助ABTPV_BLOQUE_CENTRAL参数中的目录遍历序列运行任意的本地文件。
2012031suggest,建议web服务器把包含/includes/esqueletos/skel_null.php，ABTPV_BLOQUE_CENTRAL参数带有../的请求给过滤了。,建议web服务器把包含/includes/esqueletos/skel_null.php，ABTPV_BLOQUE_CENTRAL参数带有../的请求给过滤了。
2012032name, Abtp Portal Project skel_null.php 尝试与本地文件捆绑, Abtp Portal Project skel_null.php 尝试与本地文件捆绑
2012032harm_desc, N-13 News 1.2的login.php中存在SQL注入漏洞，远程攻击者可以通过default_login_language参数执行任意SQL指令。, N-13 News 1.2的login.php中存在SQL注入漏洞，远程攻击者可以通过default_login_language参数执行任意SQL指令。
2012032suggest,建议web服务器把包含/modules/login.php，default_login_language参数带有../的请求给过滤了。,建议web服务器把包含/modules/login.php，default_login_language参数带有../的请求给过滤了。
2012033name, N-13 News default_login_language参数与本地文件捆绑尝试, N-13 News default_login_language参数与本地文件捆绑尝试
2012033harm_desc,"  eNdonesia 是一款基于PHP的内容管理系统。 
        eNdonesia 8.4版本中的Publisher模块中存在SQL注入漏洞。远程攻击者可以借助mod.php文件的printarticle操作中的artid参数执行任意SQL命令。","  eNdonesia 是一款基于PHP的内容管理系统。 
        eNdonesia 8.4版本中的Publisher模块中存在SQL注入漏洞。远程攻击者可以借助mod.php文件的printarticle操作中的artid参数执行任意SQL命令。"
2012033suggest,"建议web服务器把uri中包含mod.php并带有artid参数的请求给过滤了。
","建议web服务器把uri中包含mod.php并带有artid参数的请求给过滤了。
"
2012038name,检测 eNdonesia artid参数UPDATE SET SQL注入攻击,检测 eNdonesia artid参数UPDATE SET SQL注入攻击
2012038harm_desc,Contenido 4.9.5及之前版本的cms/front_content.php脚本中存在跨站脚本漏洞。当程序禁用advanced mod rewrite(AMR)时，远程攻击者可借助‘idart’、‘lang’或‘idcat’参数利用该漏洞注入任意Web脚本或HTML。,Contenido 4.9.5及之前版本的cms/front_content.php脚本中存在跨站脚本漏洞。当程序禁用advanced mod rewrite(AMR)时，远程攻击者可借助‘idart’、‘lang’或‘idcat’参数利用该漏洞注入任意Web脚本或HTML。
2012038suggest,建议在web服务器把访问en/front_content.php且存在idart参数等关键字都请求给过滤了,建议在web服务器把访问en/front_content.php且存在idart参数等关键字都请求给过滤了
2012040name,检测 Contenido idart参数XSS攻击,检测 Contenido idart参数XSS攻击
2012040harm_desc,MantisBT中的upgrade_unattended.php存在目录遍历漏洞，远程攻击者可以借助db_type参数中的目录遍历序列包含和运行任意的本地文件。,MantisBT中的upgrade_unattended.php存在目录遍历漏洞，远程攻击者可以借助db_type参数中的目录遍历序列包含和运行任意的本地文件。
2012040suggest,建议web服务器把包含/admin/upgrade_unattended.php，db_type参数带有../的请求给过滤了。,建议web服务器把包含/admin/upgrade_unattended.php，db_type参数带有../的请求给过滤了。
2012069name, MantisBT db_type参数与本地文件捆绑尝试, MantisBT db_type参数与本地文件捆绑尝试
2012069harm_desc,   MantisBT 1.2.4之前版本中的admin/upgrade_unattended.php文件中存在跨站脚本攻击漏洞。远程攻击者可以借助db_type参数注入任意web脚本或者HTML。,   MantisBT 1.2.4之前版本中的admin/upgrade_unattended.php文件中存在跨站脚本攻击漏洞。远程攻击者可以借助db_type参数注入任意web脚本或者HTML。
2012069suggest,建议在web服务器把访问admin/upgrade_unattended.php且存在db_type参数等关键字都请求给过滤了,建议在web服务器把访问admin/upgrade_unattended.php且存在db_type参数等关键字都请求给过滤了
2012070name,检测 MantisBT db_type参数XSS攻击,检测 MantisBT db_type参数XSS攻击
2012070harm_desc,Google Urchin中的app=urchin.cgi存在目录遍历漏洞，远程攻击者可以借助gfid参数中的目录遍历序列包含和运行任意的本地文件。,Google Urchin中的app=urchin.cgi存在目录遍历漏洞，远程攻击者可以借助gfid参数中的目录遍历序列包含和运行任意的本地文件。
2012070suggest,建议web服务器把包含app=urchin.cgi和action=prop，gfid参数带有../的请求给过滤了。,建议web服务器把包含app=urchin.cgi和action=prop，gfid参数带有../的请求给过滤了。
2012071name,  Google Urchin session.cgi 尝试与本地文件捆绑,  Google Urchin session.cgi 尝试与本地文件捆绑
2012071harm_desc,WordPress的Safe Search插件0.7版本中的safe-search/wp-safe-search-jx.php文件中存在跨站脚本攻击漏洞。远程攻击者可以借助v1参数注入任意web脚本或者HTML,WordPress的Safe Search插件0.7版本中的safe-search/wp-safe-search-jx.php文件中存在跨站脚本攻击漏洞。远程攻击者可以借助v1参数注入任意web脚本或者HTML
2012071suggest,建议在web服务器把含有类似wp-content/plugins/wp-safe-search/wp-safe-search-jx.php?v1=v1= script/onmouse等的uri的请求给过滤了,建议在web服务器把含有类似wp-content/plugins/wp-safe-search/wp-safe-search-jx.php?v1=v1= script/onmouse等的uri的请求给过滤了
2012072name, WordPress Safe Search 插件v1参数  跨站脚本攻击尝试, WordPress Safe Search 插件v1参数  跨站脚本攻击尝试
2012072harm_desc,Joomla Billy Portfolio组件中的/index.php存在SQL注入漏洞。远程攻击者可以借助catid参数，执行SQL指令。,Joomla Billy Portfolio组件中的/index.php存在SQL注入漏洞。远程攻击者可以借助catid参数，执行SQL指令。
2012072suggest,建议web服务器把uri中包含 /index.php和 option=com_billyportfolio和view=billyportfolio并带有catid参数带有and.*if(的请求给过滤了。,建议web服务器把uri中包含 /index.php和 option=com_billyportfolio和view=billyportfolio并带有catid参数带有and.*if(的请求给过滤了。
2012099name, Joomla部分 Billy Portfolio catid参数 Blind SQL注入, Joomla部分 Billy Portfolio catid参数 Blind SQL注入
2012099harm_desc,MaticMarket中的/modules/maticmarket/deco/blanc/haut.php在目录遍历漏洞，远程攻击者可以借助modulename参数中的目录遍历序列包含和运行任意的本地文件。,MaticMarket中的/modules/maticmarket/deco/blanc/haut.php在目录遍历漏洞，远程攻击者可以借助modulename参数中的目录遍历序列包含和运行任意的本地文件。
2012099suggest,建议web服务器把包含/modules/maticmarket/deco/blanc/haut.php，modulename参数带有../的请求给过滤了。,建议web服务器把包含/modules/maticmarket/deco/blanc/haut.php，modulename参数带有../的请求给过滤了。
2012122name,  MaticMarket modulename参数与本地文件捆绑尝试-1,  MaticMarket modulename参数与本地文件捆绑尝试-1
2012122harm_desc,MaticMarket中的/modules/maticmarket/deco/blanc/bas.php存在目录遍历漏洞，远程攻击者可以借助modulename参数中的目录遍历序列包含和运行任意的本地文件。,MaticMarket中的/modules/maticmarket/deco/blanc/bas.php存在目录遍历漏洞，远程攻击者可以借助modulename参数中的目录遍历序列包含和运行任意的本地文件。
2012122suggest,建议web服务器把包含/modules/maticmarket/deco/blanc/bas.php，modulename参数带有../的请求给过滤了。,建议web服务器把包含/modules/maticmarket/deco/blanc/bas.php，modulename参数带有../的请求给过滤了。
2012123name, MaticMarket modulename参数与本地文件捆绑尝试-2, MaticMarket modulename参数与本地文件捆绑尝试-2
2012123harm_desc,MaticMarket中的/modules/maticmarket/bleu/blanc/haut.php存在目录遍历漏洞，远程攻击者可以借助modulename参数中的目录遍历序列包含和运行任意的本地文件。,MaticMarket中的/modules/maticmarket/bleu/blanc/haut.php存在目录遍历漏洞，远程攻击者可以借助modulename参数中的目录遍历序列包含和运行任意的本地文件。
2012123suggest,建议web服务器把包含/modules/maticmarket/bleu/blanc/haut.php，modulename参数带有../的请求给过滤了。,建议web服务器把包含/modules/maticmarket/bleu/blanc/haut.php，modulename参数带有../的请求给过滤了。
2012124name, MaticMarket modulename参数与本地文件捆绑尝试-3, MaticMarket modulename参数与本地文件捆绑尝试-3
2012124harm_desc,MaticMarket中的modules/maticmarket/bleu/blanc/bas.php存在目录遍历漏洞，远程攻击者可以借助modulename参数中的目录遍历序列包含和运行任意的本地文件。,MaticMarket中的modules/maticmarket/bleu/blanc/bas.php存在目录遍历漏洞，远程攻击者可以借助modulename参数中的目录遍历序列包含和运行任意的本地文件。
2012124suggest,建议web服务器把包含 /modules/maticmarket/bleu/blanc/bas.php，modulename参数带有../的请求给过滤了。,建议web服务器把包含 /modules/maticmarket/bleu/blanc/bas.php，modulename参数带有../的请求给过滤了。
2012125name, MaticMarket modulename参数与本地文件捆绑尝试-4, MaticMarket modulename参数与本地文件捆绑尝试-4
2012125harm_desc,MaticMarket中的/modules/maticmarket/bleu/default/haut.php存在目录遍历漏洞，远程攻击者可以借助modulename参数中的目录遍历序列包含和运行任意的本地文件。,MaticMarket中的/modules/maticmarket/bleu/default/haut.php存在目录遍历漏洞，远程攻击者可以借助modulename参数中的目录遍历序列包含和运行任意的本地文件。
2012125suggest,建议web服务器把包含/modules/maticmarket/bleu/default/haut.php，modulename参数带有../的请求给过滤了。,建议web服务器把包含/modules/maticmarket/bleu/default/haut.php，modulename参数带有../的请求给过滤了。
2012126name,  MaticMarket modulename参数与本地文件捆绑尝试-5,  MaticMarket modulename参数与本地文件捆绑尝试-5
2012126harm_desc,MaticMarket中的/modules/maticmarket/bleu/default/bas.php存在目录遍历漏洞，远程攻击者可以借助modulename参数中的目录遍历序列包含和运行任意的本地文件。,MaticMarket中的/modules/maticmarket/bleu/default/bas.php存在目录遍历漏洞，远程攻击者可以借助modulename参数中的目录遍历序列包含和运行任意的本地文件。
2012126suggest,建议web服务器把包含 /modules/maticmarket/bleu/default/bas.php，modulename参数带有../的请求给过滤了。,建议web服务器把包含 /modules/maticmarket/bleu/default/bas.php，modulename参数带有../的请求给过滤了。
2012127name, MaticMarket modulename参数与本地文件捆绑尝试-6, MaticMarket modulename参数与本地文件捆绑尝试-6
2012127harm_desc,MaticMarket中的/modules/maticmarket/bleu/gold/haut.php存在目录遍历漏洞，远程攻击者可以借助modulename参数中的目录遍历序列包含和运行任意的本地文件。,MaticMarket中的/modules/maticmarket/bleu/gold/haut.php存在目录遍历漏洞，远程攻击者可以借助modulename参数中的目录遍历序列包含和运行任意的本地文件。
2012127suggest,建议web服务器把包含 /modules/maticmarket/bleu/gold/haut.php，modulename参数带有../的请求给过滤了。,建议web服务器把包含 /modules/maticmarket/bleu/gold/haut.php，modulename参数带有../的请求给过滤了。
2012128name, MaticMarket modulename参数与本地文件捆绑尝试-7, MaticMarket modulename参数与本地文件捆绑尝试-7
2012128harm_desc,MaticMarket中的/modules/maticmarket/bleu/gold/bas.php存在目录遍历漏洞，远程攻击者可以借助modulename参数中的目录遍历序列包含和运行任意的本地文件。,MaticMarket中的/modules/maticmarket/bleu/gold/bas.php存在目录遍历漏洞，远程攻击者可以借助modulename参数中的目录遍历序列包含和运行任意的本地文件。
2012128suggest,建议web服务器把包含/modules/maticmarket/bleu/gold/bas.php，modulename参数带有../的请求给过滤了。,建议web服务器把包含/modules/maticmarket/bleu/gold/bas.php，modulename参数带有../的请求给过滤了。
2012129name, MaticMarket modulename参数与本地文件捆绑尝试-8, MaticMarket modulename参数与本地文件捆绑尝试-8
2012129harm_desc,MyBloggie 2.1.1及更早版本中的远程文件包含漏洞，允许远程攻击者通过传给(1)admin.php或(2)scode.php的contenido_path的mybloggie_root_path参数中的URL来执行任意PHP代码。注：后续有多个第三方对此问题提出争议，指出MyBloggie源码并没有显露这个问题，可能是其他模块的问题导致。自20060605起CVE分析认同此争议。此外，scode.php不是MyBloggie发布包的组成部分。注，据报告'scode.php'脚本对2.1.3版本无影响。,MyBloggie 2.1.1及更早版本中的远程文件包含漏洞，允许远程攻击者通过传给(1)admin.php或(2)scode.php的contenido_path的mybloggie_root_path参数中的URL来执行任意PHP代码。注：后续有多个第三方对此问题提出争议，指出MyBloggie源码并没有显露这个问题，可能是其他模块的问题导致。自20060605起CVE分析认同此争议。此外，scode.php不是MyBloggie发布包的组成部分。注，据报告'scode.php'脚本对2.1.3版本无影响。
2012129suggest,"建议在web服务器把访问/pingsvr.php且存在mybloggie_root_path参数的请求给过滤了
","建议在web服务器把访问/pingsvr.php且存在mybloggie_root_path参数的请求给过滤了
"
2012130name, myBloggie mybloggie_root_path 存在参数与远程文件捆绑尝试, myBloggie mybloggie_root_path 存在参数与远程文件捆绑尝试
2012130harm_desc,Joomla Seyret Video com_seyret组件中的/index.php存在SQL注入漏洞。远程攻击者可以借助id参数，执行SQL指令。,Joomla Seyret Video com_seyret组件中的/index.php存在SQL注入漏洞。远程攻击者可以借助id参数，执行SQL指令。
2012130suggest,建议web服务器把uri中包含/index.php和含有option=com_zoomportfolio和view=portfolio并且id参数带有SELECT FROM，DELETE FROM，UNION SELECT，INSERT INTO，UPDATE SET等关键词的请求给过滤了。,建议web服务器把uri中包含/index.php和含有option=com_zoomportfolio和view=portfolio并且id参数带有SELECT FROM，DELETE FROM，UNION SELECT，INSERT INTO，UPDATE SET等关键词的请求给过滤了。
2012131name, Joomla Seyret Video com_seyret部分 Blind SQL注入, Joomla Seyret Video com_seyret部分 Blind SQL注入
2012131harm_desc,Informacion General 的 /informacion_general.php中存在SQL注入漏洞。远程攻击者可借助id参数执行任意SQL命令。,Informacion General 的 /informacion_general.php中存在SQL注入漏洞。远程攻击者可借助id参数执行任意SQL命令。
2012131suggest,"建议web服务器把uri中包含/informacion_general.php并带有id参数的请求给过滤了。
","建议web服务器把uri中包含/informacion_general.php并带有id参数的请求给过滤了。
"
2012163name,检测 Informacion General informacion_general.php UPDATE SET SQL注入攻击,检测 Informacion General informacion_general.php UPDATE SET SQL注入攻击
2012163harm_desc,WordPress插件存在跨站脚本攻击漏洞。远程攻击者可以借助email参数注入任意web脚本或者HTML,WordPress插件存在跨站脚本攻击漏洞。远程攻击者可以借助email参数注入任意web脚本或者HTML
