id,中文,en-US
2011023harm_desc,Joomla!的com_blog组件存在SQL注入漏洞，远程攻击者可通过index.php中id参数执行任意SQL命令。,"Joomla! com_blog component is prone to SQL injection vulnerability. Attacker can execute SQL commmand via id parameter in index.php."
2011023suggest,"建议web服务器把uri中包含/index.php和含有option=com_blog&并且id参数带有SELECT FROM，DELETE FROM，UNION SELECT，INSERT INTO，UPDATE SET等关键词的请求给过滤了。","It is suggested to filter the requests whose uri include /index.php as well as option=com_blog& and a id parameter with kewords such as SELECT FROM，DELETE FROM，UNION SELECT，INSERT INTO and UPDATE SET at the web server."
2011024name," Joomla com_blog部分 id参数 UNION SELECT SQL注入","Joomla com_blog Component id Parameter UNION SELECT SQL Injection Attempt"
2011024desc,"检测请求是否为GET，和在请求行中带有 /index.php和option=com_blog&。 id 参数的值是否包含SQL语句（UNION SELECT）。如果规则匹配将会阻断并设置相关参数","Check if the request contains GET, /index.php and option=com_blog&, and if the parameter ""id"" contains SQL statement (UNION SELECT). If all the rules are matched, request would be blocked and relevant parameters would be set."
2011024harm_desc,Joomla!的com_blog组件存在SQL注入漏洞，远程攻击者可通过index.php中id参数执行任意SQL命令。,"Joomla! com_blog component is prone to SQL injection vulnerability. Attacker can execute SQL commmand via id parameter in index.php."
2011024suggest,"建议web服务器把uri中包含/index.php和含有option=com_blog&并且id参数带有SELECT FROM，DELETE FROM，UNION SELECT，INSERT INTO，UPDATE SET等关键词的请求给过滤了。","It is suggested to filter the requests whose uri include /index.php as well as option=com_blog& and a id parameter with kewords such as SELECT FROM，DELETE FROM，UNION SELECT，INSERT INTO and UPDATE SET at the web server."
2011025name,"  Joomla com_blog部分 id参数 INSERT INTO SQL注入","Joomla com_blog Component id Parameter INSERT INTO SQL Injection Attempt"
2011025desc,"检测请求是否为GET，和在请求行中带有 /index.php和option=com_blog&。 id 参数的值是否包含SQL语句（INSERT INTO)。如果规则匹配将会阻断并设置相关参数","Check if the request contains GET, /index.php and option=com_blog&, and if the parameter ""id"" contains SQL statement (INSERT INTO). If all the rules are matched, request would be blocked and relevant parameters would be set."
2011025harm_desc,Joomla!的com_blog组件存在SQL注入漏洞，远程攻击者可通过index.php中id参数执行任意SQL命令。,"Joomla! com_blog component is prone to SQL injection vulnerability. Attacker can execute SQL commmand via id parameter in index.php."
2011025suggest,"建议web服务器把uri中包含/index.php和含有option=com_blog&并且id参数带有SELECT FROM，DELETE FROM，UNION SELECT，INSERT INTO，UPDATE SET等关键词的请求给过滤了。","It is suggested to filter the requests whose uri include /index.php as well as option=com_blog& and a id parameter with kewords such as SELECT FROM，DELETE FROM，UNION SELECT，INSERT INTO and UPDATE SET at the web server."
2011026name," Joomla com_blog部分 id参数 UPDATE SET SQL注入","Joomla com_blog Component id Parameter UPDATE SET SQL Injection Attempt"
2011026desc,"检测请求是否为GET，和在请求行中带有 /index.php和option=com_blog&。 id  参数的值是否带有SQL语句(UPDATE SET)。如果规则匹配将会阻断并设置相关参数","Check if the request contains GET, /index.php and option=com_blog&, and if the parameter ""id"" contains SQL statement (UPDATE SET). If all the rules are matched, request would be blocked and relevant parameters would be set."
2011026harm_desc,WordPress中的wp-content/plugins/cpl/cplphoto.php文件中存在sql注入漏洞，攻击者可利用postid参数注入任意的sql指令,"wp-content/plugins/cpl/cplphoto.php in WordPress is prone to SQL injection vulnerability. Attacker can execute SQL commmand via postid parameter."
2011026suggest,"建议在web服务器把含有类似wp-content/plugins/cpl/cplphoto.php?postid=SELECT FROM的uri的请求给过滤了","It is suggested to filter the request that contians uri like wp-content/plugins/cpl/cplphoto.php?postid=SELECT FROM at the web server."
2011044name,"  WordPress Copperleaf Photolog postid参数  SELECT FROM SQL注入尝试","WordPress Copperleaf Photolog postid Parameter SELECT FROM SQL Injection Attempt"
2011044desc,"检测请求是否为GET，和在请求行中带有   /wp-content/plugins/cpl/cplphoto.php。 postid中是否包含SQL语句（SELECT FROM）。如果规则匹配，将会阻断并设置相关参数","Check if the request contains GET and /wp-content/plugins/cpl/cplphoto.php, and if the parameter ""postid"" contains SQL statement (SELECT FROM). If all the rules are matched, request would be blocked and relevant parameters would be set."
2011044harm_desc,WordPress中的wp-content/plugins/cpl/cplphoto.php文件中存在sql注入漏洞，攻击者可利用postid参数注入任意的sql指令,"wp-content/plugins/cpl/cplphoto.php in WordPress is prone to SQL injection vulnerability. Attacker can execute SQL commmand via postid parameter."
2011044suggest,"建议在web服务器把含有类似wp-content/plugins/cpl/cplphoto.php?postid=DELETE FROM的uri的请求给过滤了","It is suggested to filter the request that contians uri like wp-content/plugins/cpl/cplphoto.php?postid=DELETE FROM at the web server."
2011045name," WordPress Copperleaf Photolog postid参数  DELETE FROM SQL注入尝试","WordPress Copperleaf Photolog postid Parameter DELETE FROM SQL Injection Attempt"
2011045desc,"检测请求是否为GET，和在请求行中带有   /wp-content/plugins/cpl/cplphoto.php。 postid中是否包含DELETE FROM。如果规则匹配，将会阻断并设置相关参数","Check if the request contains GET and /wp-content/plugins/cpl/cplphoto.php, and if the parameter ""postid"" contains SQL statement (DELETE FROM). If all the rules are matched, request would be blocked and relevant parameters would be set."
2011045harm_desc,WordPress中的wp-content/plugins/cpl/cplphoto.php文件中存在sql注入漏洞，攻击者可利用postid参数注入任意的sql指令,"wp-content/plugins/cpl/cplphoto.php in WordPress is prone to SQL injection vulnerability. Attacker can execute SQL commmand via postid parameter."
2011045suggest,"建议在web服务器把含有类似wp-content/plugins/cpl/cplphoto.php?postid=INSERT INTO的uri的请求给过滤了","It is suggested to filter the request that contians uri like wp-content/plugins/cpl/cplphoto.php?postid=INSERT INTO at the web server."
2011046name,"  WordPress Copperleaf Photolog postid参数  INSERT INTO SQL注入尝试","WordPress Copperleaf Photolog postid Parameter INSERT INTO SQL Injection Attempt"
2011046desc,"检测请求是否为GET，和在请求行中带有   /wp-content/plugins/cpl/cplphoto.php。 postid中是否包含SQL语句（INSERT INTO)。如果规则匹配，将会阻断并设置相关参数","Check if the request contains GET and /wp-content/plugins/cpl/cplphoto.php, and if the parameter ""postid"" contains SQL statement (INSERT INTO). If all the rules are matched, request would be blocked and relevant parameters would be set."
2011046harm_desc,WordPress中的wp-content/plugins/cpl/cplphoto.php文件中存在sql注入漏洞，攻击者可利用postid参数注入任意的sql指令,"wp-content/plugins/cpl/cplphoto.php in WordPress is prone to SQL injection vulnerability. Attacker can execute SQL commmand via postid parameter."
2011046suggest,"建议在web服务器把含有类似wp-content/plugins/cpl/cplphoto.php?postid=UPDATE SET的uri的请求给过滤了","It is suggested to filter the request that contians uri like wp-content/plugins/cpl/cplphoto.php?postid=UPDATE SET at the web server."
2011047name," WordPress Copperleaf Photolog postid参数  UPDATE SET SQL注入尝试","WordPress Copperleaf Photolog postid Parameter UPDATE SET SQL Injection Attempt"
2011047desc,"检测请求是否为GET，和在请求行中带有   /wp-content/plugins/cpl/cplphoto.php。 postid参数中是否带有SQL语句(UPDATE SET)。如果规则匹配，将会阻断并设置相关参数","Check if the request contains GET and /wp-content/plugins/cpl/cplphoto.php, and if the parameter ""postid"" contains SQL statement (UPDATE SET). If all the rules are matched, request would be blocked and relevant parameters would be set."
2011047harm_desc,"  PHP-Fusion 6.00.206及更早版本的subheader.php存在未明漏洞，可让远程攻击者通过未明的攻击方式获取完整路径","subheader.php in PHP-Fusion 6.00.206 and earlier version is prone to unknown vulnerability. Exploiting it remote attacker can obtain full path via unknown way."
2011047suggest,"建议在web服务器把访问/content/themes/softsaurus_default/pages/subHeader.php且存在objects_path参数的请求给过滤了
","It is suggested to filter the request that with a objects_path parameter and accesses to /content/themes/softsaurus_default/pages/subHeader.php at the web server."
2011051name,"  Softsaurus CMS subHeader.php objects_path 存在参数与远程文件捆绑尝试 -1","Softsaurus CMS subHeader.php objects_path Parameter Remote File Inclusion -1"
2011051desc,"检测请求是否为GET，和在请求行中带有          /content/themes/softsaurus_default/pages/subHeader.php。是否存在带有远程文件包含的参数objects_path。如果规则匹配，将会阻断并设置相关参数","Check if the request contains GET and /content/themes/softsaurus_default/pages/subHeader.php, and if the parameter ""objects_path"" containing remote file inclusion exists. If all the rules are matched, request would be blocked and relevant parameters would be set."
2011051harm_desc,"  PHP-Fusion 6.00.206及更早版本的subheader.php存在未明漏洞，可让远程攻击者通过未明的攻击方式获取完整路径","subheader.php in PHP-Fusion 6.00.206 and earlier version is prone to unknown vulnerability. Exploiting it remote attacker can obtain full path via unknown way."
2011051suggest,"建议在web服务器把访问/content/themes/softsaurus_stretched/pages/subHeader.php且存在objects_path参数的请求给过滤了
","It is suggested to filter the request that with a objects_path parameter and accesses to /content/themes/softsaurus_stretched/pages/subHeader.php at the web server."
2011052name," Softsaurus CMS subHeader.php objects_path 存在参数与远程文件捆绑尝试 -2","Softsaurus CMS subHeader.php objects_path Parameter Remote File Inclusion -2"
2011052desc,"检测请求是否为GET，和在请求行中带有          /content/themes/softsaurus_stretched/pages/subHeader.php。是否存在带有远程文件包含的参数objects_path。如果规则匹配，将会阻断并设置相关参数","Check if the request contains GET and /content/themes/softsaurus_stretched/pages/subHeader.php, and if the parameter ""objects_path"" containing remote file inclusion exists. If all the rules are matched, request would be blocked and relevant parameters would be set."
2011052harm_desc,"CactuShop '_invoice.asp' 多个跨站脚本攻击漏洞--CactuShop是一款基于ASP的电子商务系统。 CactuShop的in_invoice.asp存在多个跨站脚本攻击漏洞，远程攻击者可以通过（1）账单地址或（2）购物地址注入任意网页脚本或HTML","CactuShop '_invoice.asp' multiple cross site scripting vulnerability--CactuShop is an e-commerce system based on ASP.
CactuShop的in_invoice.asp is prone to multiple cross-site scripting vulnerability. Remote attacker can inject arbitrary web script or HTML via (1)billing address and (2)shopping address."
2011052suggest,"建议在web服务器把访问_invoice.asp且存在script>、alert、onmouse等关键字都请求给过滤了
","It is suggested to filter the request that with keywords such as script>、alert and onmouse and accesses to _invoice.asp at the web server."
2011054name,"检测网页CactuShop用户发票持久XSS 跨站点脚本攻击","Possible CactuShop User Invoices Persistent XSS Attempt"
2011054desc,"如果在请求行 查找到_invoice.asp且满足于匹配在请求行 form[同时 QUERY_STRING|REQUEST_BODY匹配(alert|onmouse[a-z]+|onkey[a-z]+|onload|onunload|ondragdrop|onblur|onfocus|onclick|ondblclick|onsubmit|onreset|onselect|onchange)等关键则规则匹配，拦截。","If the request contains _invoice.asp and form, and QUERY_STRING|REQUEST_BODY matches (alert|onmouse[a-z]+|onkey[a-z]+|onload|onunload|ondragdrop|onblur|onfocus|onclick|ondblclick|onsubmit|onreset|onselect|onchange), request would be blocked and relevant parameters would be set."
2011054harm_desc,,"Cross-site scripting vulnerabilities exist in the _invoice.asp page of the CactuShop web page that an attacker could exploit to gain system or sensitive information."
2011054suggest,"建议web服务器把uri中包含jtfwcpnt.jsp并带有query参数的请求给过滤了。
","It is recommended that the web server filter requests that uri contains _invoice.asp and have malicious cross-site parameters."
2011061name,"检测 Oracle E-Business Suite Financials jtfwcpnt.jsp UPDATE SET SQL注入攻击","Oracle E-Business Suite Financials jtfwcpnt.jsp UPDATE SET SQL Injection Attempt"
2011061desc,"如果在请求行 查找到/jtfwcpnt.jsp并带有可SQL注入的参数query则规则匹配，拦截并设置参数","If the request contains /jtfwcpnt.jsp and the parameter ""query"" that is vulnerable to SQL injection, request would be blocked and relevant parameters would be set."
2011061harm_desc," AssistantTools是一款简单易用的MP3 tag编辑器。 
        Music Tag Editor 1.61 build 212版本中存在一个栈溢出漏洞。远程攻击者可以借助具有超长ID3标签的一个MP3来文件执行任意代码。 
        ","AssistantTools is a MP3 tag editor easy to use.
Music Tag Editor 1.61 build 212 is prone to stack overflow vulnerability. Remote attacker can execute arbitrary code via a MP3 file with a long ID3 tag."
2011061suggest,建议web服务器把包含/velid3/getid3.php，determined_format[include]参数带有../的请求给过滤了。,"It is suggested to filter the requests whose uri include /velid3/getid3.php and a determined_format[include] parameter with '../' at the web server."
2011062name," Mp3 Online Id Tag Editor getid3.php远程文件捆绑尝试","Mp3 Online Id Tag Editor getid3.php Remote File Inclusion Attempt"
2011062desc,"检测请求是否为GET，和在请求行中带有      /velid3/getid3.php。 是否存在带有远程文件包含的参数determined_format[include]。如果规则匹配，将会阻断并设置相关参数","Check if the request contains GET and /velid3/getid3.php, and if the parameter ""determined_format[include]"" containing remote file inclusion exists. If all the rules are matched, request would be blocked and relevant parameters would be set."
2011062harm_desc," AssistantTools是一款简单易用的MP3 tag编辑器。 
        Music Tag Editor 1.61 build 212版本中存在一个栈溢出漏洞。远程攻击者可以借助具有超长ID3标签的一个MP3来文件执行任意代码。 
        ","AssistantTools is a MP3 tag editor easy to use.
Music Tag Editor 1.61 build 212 is prone to stack overflow vulnerability. Remote attacker can execute arbitrary code via a MP3 file with a long ID3 tag."
2011062suggest,建议web服务器把包含/velid3/module.archive.gzip.php，determined_format[include]参数带有../的请求给过滤了。,"It is suggested to filter the requests whose uri include /velid3/module.archive.gzip.php and a determined_format[include] parameter with '../' at the web server."
2011063name," Mp3 Online Id Tag Editor module.archive.gzip.php远程文件捆绑尝试","Mp3 Online Id Tag Editor module.archive.gzip.php Remote File Inclusion Attempt"
2011063desc,"检测请求是否为GET，和在请求行中带有      /velid3/module.archive.gzip.php。 是否存在带有远程文件包含的参数determined_format[include]。如果规则匹配，将会阻断并设置相关参数","Check if the request contains GET and /velid3/module.archive.gzip.php, and if the parameter ""determined_format[include]"" containing remote file inclusion exists. If all the rules are matched, request would be blocked and relevant parameters would be set."
2011063harm_desc," NetWin SurgeFTP 2.3a6的surgeftpmgr.cgi中存在多个跨站脚本攻击漏洞。远程攻击者可以借助一个class功能中的 domainid 参数classid 参数，执行跨站脚本攻击，注入任意的web脚本和HTML。","surgeftpmgr.cgi in NetWin SurgeFTP 2.3a6 is prone to cross-site scripting vulnerability. Remote attacker can inject arbitrary web script or HTML via domainid parameter in class function."
2011063suggest,建议在web服务器把访问cgi/surgeftpmgr.cgi且存在classid参数与cmd=class等关键字都请求给过滤了,"It is suggested to filter the request that with a classid parameter as well as cmd=class keyword and accesses to cgi/surgeftpmgr.cgi at the web server."
2011065name,"检测SurgeFTP surgeftpmgr.cgi classid参数XSS攻击","SurgeFTP surgeftpmgr.cgi classid Parameter Cross Site Scripting Attempt"
2011065desc,"如果在请求行 查找到/cgi/surgeftpmgr.cgi且带有可SQL注入的参数classid则规则匹配，拦截并设置参数","If the request contains /cgi/surgeftpmgr.cgi and the parameter ""classid"" that is vulnerable to SQL injection, request would be blocked and relevant parameters would be set."
2011065harm_desc,"   Joomla!com_wgpicasa存在目录遍历漏洞，远程攻击者通过index.php中的controller参数(该参数中包含一个“..”)，读取任意文件。","Joomla!com_wgpicasa is prone to directory traversal vulnerability. Remote attacker can read arbitrary file via a '..' of controller parameter in /index.php."
2011065suggest,建议web服务器把uri中包含/index.php并带有controller参数带有..的请求给过滤了。,"It is suggested to filter the requests whose uri include /index.php and a controller parameter with '../' at the web server."
2011067name," Joomla wgPicasa部分 controller参数与本地文件捆绑","Joomla wgPicasa Component controller Parameter Local File Inclusion Attempt"
2011067desc,"检测请求是否为GET，和在请求行中带有  /index.php和option=com_wgpicasa&。 controller参数的值是否包含../。如果规则匹配将会阻断并设置相关参数","Check if the request contains GET, /index.php and option=com_wgpicasa&, and if the parameter ""controller"" contains ../. If all the rules are matched, request would be blocked and relevant parameters would be set."
2011067harm_desc,WordPress中的wp-content/plugins/cpl/cplphoto.php文件中存在sql注入漏洞，攻击者可利用postid参数注入任意的sql指令,"wp-content/plugins/cpl/cplphoto.php in WordPress is prone to SQL injection vulnerability. Attacker can execute SQL commmand via postid parameter."
2011067suggest,"建议在web服务器把含有类似wp-content/plugins/cpl/cplphoto.php?postid=UNION SELECT的uri的请求给过滤了","It is suggested to filter the request that contians uri like wp-content/plugins/cpl/cplphoto.php?postid=UNION SELECT at the web server."
2011071name," WordPress Copperleaf Photolog postid参数  UNION SELECT SQL注入尝试","WordPress Copperleaf Photolog postid Parameter UNION SELECT SQL Injection Attempt"
2011071desc,"检测请求是否为GET，和在请求行中带有   /wp-content/plugins/cpl/cplphoto.php。 postid中是否包含:SQL语句（UNION SELECT）。如果规则匹配，将会阻断并设置相关参数","Check if the request contains GET and /wp-content/plugins/cpl/cplphoto.php, and if the parameter ""postid"" contains SQL statement (UNION SELECT). If all the rules are matched, request would be blocked and relevant parameters would be set."
2011071harm_desc,,"SQL Injection Vulnerability in Joomla! 'S GBU Facebook (com_gbufacebook) component. Remote attackers can use the face_id parameter to execute arbitrary SQL commands."
2011071suggest,建议使用1.0.5之后版本,"It is suggested to user the version after 1.0.5."
2011077name,"  Joomla FaceBook部分 face_id参数 SELECT FROM SQL注入","Joomla FaceBook Component face_id Parameter SELECT FROM SQL Injection Attempt"
2011077desc,"检测请求是否为GET，和在请求行中带有 /index.php和face_id参数的值是否包含SQL语句（SELECT FROM）。如果规则匹配将会阻断并设置相关参数","Check if the request contains GET and /index.php, and if the parameter ""face_id"" contains SQL statement (SELECT FROM). If all the rules are matched, request would be blocked and relevant parameters would be set."
2011077harm_desc,,"SQL Injection Vulnerability in Joomla! 'S GBU Facebook (com_gbufacebook) component. Remote attackers can use the face_id parameter to execute arbitrary SQL commands."
2011077suggest,建议使用1.0.5之后版本,"It is suggested to user the version after 1.0.5."
2011078name,"  Joomla FaceBook部分 face_id参数 DELETE FROM SQL注入","Joomla FaceBook Component face_id Parameter DELETE FROM SQL Injection Attempt"
2011078desc,"检测请求是否为GET，和在请求行中带有 /index.php和face_id 参数的值是否带有SQL语句(DELETE FROM)。如果规则匹配将会阻断并设置相关参数","Check if the request contains GET and /index.php, and if the parameter ""face_id"" contains SQL statement (DELETE FROM). If all the rules are matched, request would be blocked and relevant parameters would be set."
2011078harm_desc,,"SQL Injection Vulnerability in Joomla! 'S GBU Facebook (com_gbufacebook) component. Remote attackers can use the face_id parameter to execute arbitrary SQL commands."
2011078suggest,建议使用1.0.5之后版本,"It is suggested to user the version after 1.0.5."
2011079name," Joomla FaceBook部分 face_id参数 UNION SELECT SQL注入","Joomla FaceBook Component face_id Parameter UNION SELECT SQL Injection Attempt"
2011079desc,"检测请求是否为GET，和在请求行中带有 /index.php和face_id参数的值是否包含SQL语句（UNION SELECT）。如果规则匹配将会阻断并设置相关参数","Check if the request contains GET and /index.php, and if the parameter ""face_id"" contains SQL statement (UNION SELECT). If all the rules are matched, request would be blocked and relevant parameters would be set."
2011079harm_desc,,"SQL Injection Vulnerability in Joomla! 'S GBU Facebook (com_gbufacebook) component. Remote attackers can use the face_id parameter to execute arbitrary SQL commands."
2011079suggest,建议使用1.0.5之后版本,"It is suggested to user the version after 1.0.5."
2011080name,"  Joomla FaceBook部分 face_id参数 INSERT INTO SQL注入","Joomla FaceBook Component face_id Parameter INSERT INTO SQL Injection Attempt"
2011080desc,"检测请求是否为GET，和在请求行中带有 /index.php和face_id参数的值是否包含SQL语句（INSERT INTO)。如果规则匹配将会阻断并设置相关参数","Check if the request contains GET and /index.php, and if the parameter ""face_id"" contains SQL statement (INSERT INTO). If all the rules are matched, request would be blocked and relevant parameters would be set."
2011080harm_desc,,"SQL Injection Vulnerability in Joomla! 'S GBU Facebook (com_gbufacebook) component. Remote attackers can use the face_id parameter to execute arbitrary SQL commands."
2011080suggest,建议使用1.0.5之后版本,"It is suggested to user the version after 1.0.5."
2011081name," Joomla FaceBook部分 face_id参数 UPDATE SET SQL注入","Joomla FaceBook Component face_id Parameter UPDATE SET SQL Injection Attempt"
2011081desc,"检测请求是否为GET，和在请求行中带有 /index.php和face_id 参数的值是否带有SQL语句(UPDATE SET)。如果规则匹配将会阻断并设置相关参数","Check if the request contains GET and /index.php, and if the parameter ""face_id"" contains SQL statement (UPDATE SET). If all the rules are matched, request would be blocked and relevant parameters would be set."
2011081harm_desc,"  McAfee Email Gateway 的admin/queuedMessage.do中存在跨站脚本攻击漏洞。远程攻击者可以借助queueMsgType参数，注入任意的web脚本或HTML。","admin/queuedMessage.do in McAfee Email Gateway is prone to cross-site scripting vulnerability. Remote attacker can inject arbitrary web script or HTML via queueMsgType parameter"
2011081suggest,建议在web服务器把访问admin/queuedMessage.do且存在queueMsgType参数与queueMsgType等关键字的请求给过滤了,"It is suggested to filter the request that with a queueMsgType parameter as well as queueMsgType keyword and accesses to admin/queuedMessage.do at the web server."
2011082name,"检测McAfee Email Gateway queueMsgType参数XSS攻击","McAfee Email Gateway queueMsgType Parameter Cross Site Scripting Attempt"
2011082desc,"如果在请求行 查找到/admin/queuedMessage.do和method=getQueueMessages&""且带有可SQL注入的参数queueMsgType则规则匹配，拦截并设置参数。","If the request contains /admin/queuedMessage.do, method=getQueueMessages&"" and the parameter ""queueMsgType"" that is vulnerable to SQL injection, request would be blocked and relevant parameters would be set."
2011082harm_desc,"  McAfee Email Gateway的sendcard.php中存在跨站脚本攻击漏洞。远程攻击者可以借助QtnType参数，注入任意的web脚本或HTML。","sendcard.php in McAfee Email Gateway is prone to cross-site scripting vulnerability. Remote attacker can inject arbitrary web script or HTML via QtnType parameter."
2011082suggest,建议在web服务器把访问web/phpinfo.php且存在QtnType参数与method=getQueueMessages等关键字的请求给过滤了,"It is suggested to filter the request that with a QtnType parameter as well as method=getQueueMessages keyword and accesses to web/phpinfo.php at the web server."
2011083name,"检测McAfee Email Gateway QtnType参数XSS攻击","McAfee Email Gateway QtnType Parameter Cross Site Scripting Attempt"
2011083desc,"如果在请求行 查找到/admin/queuedMessage.do且带有可SQL注入的参数QtnType则规则匹配，拦截并设置参数。","If the request contains /admin/queuedMessage.do and the parameter ""QtnType"" that is vulnerable to SQL injection, request would be blocked and relevant parameters would be set."
2011083harm_desc,"Manage Engine Service的/WorkOrder.do中存在SQL注入漏洞。远程攻击者可以借助woID参数，执行任意的SQL指令。","/WorkOrder.do in Manage Engine Service is prone to SQL injection vulnerability. Attacker can execute SQL commmand via woID parameter."
2011083suggest,"建议web服务器把uri中包含/WorkOrder.do并带有woID参数的请求给过滤了。
","It is suggested to filter the requests whose uri include /WorkOrder.do and a woID parameter at the web server."
2011095name,"检测 Manage Engine Service Desk Plus WorkOrder.do UPDATE SET SQL注入攻击","Manage Engine Service Desk Plus WorkOrder.do UPDATE SET SQL Injection Attempt"
2011095desc,"如果在请求行 查找到/WorkOrder.do和GET并带有可SQL注入的参数woID则规则匹配，拦截并设置参数","If the request contains /WorkOrder.do, GET and the parameter ""woID"" that is vulnerable to SQL injection, request would be blocked and relevant parameters would be set."
2011095harm_desc,Fatwiki中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提datumscalc.php的kal_class_path参数中的一个URL，执行任意的PHP代码。,"Fatwiki is prone to multiple PHP remote file inclusion vulnerability, remote attacker can execute arbitrary PHP code via a URL of kal_class_path parameter in datumscalc.php."
2011095suggest,建议web服务器把包含/datumscalc.php，kal_class_path参数带有../的请求给过滤了。,"It is suggested to filter the requests whose uri include /datumscalc.php and a kal_class_path parameter with '../' at the web server."
2011096name," Fatwiki datumscalc.php远程文件捆绑尝试","Fatwiki datumscalc.php Remote File Inclusion Attempt"
2011096desc,"检测请求是否为GET，和在请求行中带有      /datumscalc.php。是否存在带有远程文件包含的参数kal_class_path。如果规则匹配，将会阻断并设置相关参数","Check if the request contains GET and /datumscalc.php, and if the parameter ""kal_class_path"" containing remote file inclusion exists. If all the rules are matched, request would be blocked and relevant parameters would be set."
2011096harm_desc,Fatwiki中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提monatsblatt.php的kal_class_path参数中的一个URL，执行任意的PHP代码。,"Fatwiki is prone to multiple PHP remote file inclusion vulnerability, remote attacker can execute arbitrary PHP code via a URL of kal_class_path parameter in monatsblatt.php."
2011096suggest,建议web服务器把包含/monatsblatt.php，kal_class_path参数带有../的请求给过滤了。,"It is suggested to filter the requests whose uri include /monatsblatt.php and a kal_class_path parameter with '../' at the web server."
2011097name,"  Fatwiki monatsblatt.php远程文件捆绑尝试","Fatwiki monatsblatt.php Remote File Inclusion Attempt"
2011097desc,"检测请求是否为GET，和在请求行中带有      /monatsblatt.php。 是否存在带有远程文件包含的参数kal_class_path。如果规则匹配，将会阻断并设置相关参数","Check if the request contains GET and /monatsblatt.php, and if the parameter ""kal_class_path"" containing remote file inclusion exists. If all the rules are matched, request would be blocked and relevant parameters would be set."
2011097harm_desc," YaPiG 0.93u和0.94u版本中的的last_gallery.php脚本存在PHP远程文件包含漏洞，远程攻击者可借助YAPIG_PATH参数执行任意PHP代码。","last_gallery.php in YaPiG 0.93u and 0.94u is prone to multiple PHP remote file inclusion vulnerability, remote attacker can execute arbitrary PHP code via YAPIG_PATH parameter."
2011097suggest,"建议在web服务器把访问/last_gallery.php且存在YAPIG_PATH参数的请求给过滤了
","It is suggested to filter the request that with a YAPIG_PATH parameter and accesses to /last_gallery.php at the web server."
2011098name,"  YaPig last_gallery.php YAPIG_PATH 存在参数与远程文件捆绑尝试","YaPig last_gallery.php YAPIG_PATH Parameter Remote File Inclusion Attempt"
2011098desc,"检测请求行中是否包含 GET和    /last_gallery.php。是否存在带有远程文件包含的参数YAPIG_PATH。如果规则匹配，将会阻断并设置相关参数","Check if the request contains GET and /last_gallery.php, and if the parameter ""YAPIG_PATH"" containing remote file inclusion exists. If all the rules are matched, request would be blocked and relevant parameters would be set."
2011098harm_desc,"DaFun Spirit中的modules/dfss/lgsl/lgsl_players.php存在PHP远程文件包含漏洞，远程攻击者可以借助lgsl_path参数中的一个URL执行任意的PHP代码。","modules/dfss/lgsl/lgsl_players.php in DaFun Spirit is prone to multiple PHP remote file inclusion vulnerability, remote attacker can execute arbitrary PHP code via a URL of lgsl_path parameter."
2011098suggest,建议web服务器把包含/modules/dfss/lgsl/lgsl_players.php，lgsl_path参数带有../的请求给过滤了。,"It is suggested to filter the requests whose uri include /modules/dfss/lgsl/lgsl_players.php and a lgsl_path parameter with '../' at the web server."
2011099name," DaFun Spirit lgsl_players.php lgsl_path 存在参数与远程文件捆绑尝试","DaFun Spirit lgsl_players.php lgsl_path Parameter Remote File Inclusion"
2011099desc,"检测请求是否为GET，和在请求行中带有       /modules/dfss/lgsl/lgsl_players.php。  是否存在带有远程文件包含的参数lgsl_path。如果规则匹配，将会阻断并设置相关参数","Check if the request contains GET and /modules/dfss/lgsl/lgsl_players.php, and if the parameter ""lgsl_path"" containing remote file inclusion exists. If all the rules are matched, request would be blocked and relevant parameters would be set."
2011099harm_desc,"DaFun Spirit中的DaFun Spirit中的modules/dfss/lgsl/lgsl_players.php存在PHP远程文件包含漏洞，远程攻击者可以借助lgsl_path参数中的一个URL执行任意的PHP代码。
存在PHP远程文件包含漏洞，远程攻击者可以借助lgsl_path参数中的一个URL执行任意的PHP代码。","modules/dfss/lgsl/lgsl_players.php in DaFun Spirit is prone to multiple PHP remote file inclusion vulnerability, remote attacker can execute arbitrary PHP code via a URL of lgsl_path parameter."
2011099suggest,建议web服务器把包含/modules/dfss/lgsl/lgsl_settings.php，lgsl_path参数带有../的请求给过滤了。,"It is suggested to filter the requests whose uri include /modules/dfss/lgsl/lgsl_settings.php and a lgsl_path parameter with '../' at the web server."
2011100name,"  DaFun Spirit lgsl_settings.php lgsl_path 存在参数与远程文件捆绑尝试","DaFun Spirit lgsl_settings.php lgsl_path Parameter Remote File Inclusion"
2011100desc,"检测请求是否为GET，和在请求行中带有      /modules/dfss/lgsl/lgsl_settings.php。  是否存在带有远程文件包含的参数lgsl_path。如果规则匹配，将会阻断并设置相关参数","Check if the request contains GET and /modules/dfss/lgsl/lgsl_settings.php, and if the parameter ""lgsl_path"" containing remote file inclusion exists. If all the rules are matched, request would be blocked and relevant parameters would be set."
